Name,Google Maps URL,Website,Phone,Address,Rating,Reviews Count
BlueClay Architects & Associates,https://www.google.com/maps/place/?q=place_id:ChIJjZHadkxZpjsRAvu0bCP36iY,http://blueclayarchitects.org/,+91 99106 39958,"KP Chandran Rd, Kozhikode, Kerala 673004, India",4.6,49
"Arkitecture Studio, Architects,Interior Designers",https://www.google.com/maps/place/?q=place_id:ChIJbTZHwWpZpjsRHonmAJG_OW0,https://www.arkitecturestudio.com/,+91 98090 59550,"Arkitecture studio, calicut, Govindapuram, Kozhikode, Kerala 673007, India",4.8,117
Prakriti Architects,https://www.google.com/maps/place/?q=place_id:ChIJ__9P1TBZpjsRlp6_n1eFGSA,http://www.prakritiarch.com/,+91 495 350 0519,"Nellikode, near Copper Folia Hotel, Nellikkode, Kozhikode, Kerala 673016, India",4.7,135
GRADO ' THE HOME OF ARCHITECTURE',https://www.google.com/maps/place/?q=place_id:ChIJKzOHVkI3pjsRr4cAjACvZo8,,,"First Floor Azaz Tower, opp. फरसा रेस्टोरेंट, Karuvambram, Manjeri, Kerala 676121, India",4.9,43
X Architecture,https://www.google.com/maps/place/?q=place_id:ChIJ9TXgMGxKpjsRETPh88XC78Q,https://www.youtube.com/@XArchInd,+91 95622 35459,"Kozhikode - Palakkad Highway, Melmuri, Malappuram, Kerala 676519, India",4.6,27
"Darvish Architects - Architects in kerala,India",https://www.google.com/maps/place/?q=place_id:ChIJwV5uuXdcpjsRj1lOqQ5aCUk,http://www.darvisharchitects.com/,+91 75948 48465,"A20, Markaz Building, near Medical college Markaz juma masjid, Kozhikode, Kerala 673001, India",4.2,47
DXD Architects,https://www.google.com/maps/place/?q=place_id:ChIJuQkitDpZpjsRdUChrarunHQ,https://www.instagram.com/dxd.architects/,+91 75928 80881,"Level 2, The Hive, 27/1255/G2, Mini Bypass Rd, opposite Apco Honda, Puthiyara, Kozhikode, Kerala 673004, India",4.8,86
Amar Architecture And Designs Pvt. Ltd.,https://www.google.com/maps/place/?q=place_id:ChIJ91pJwCRZpjsRP9hSQrxx8uw,http://www.amararchitecture.com/,+91 495 401 4900,"First Floor, 61/507B, Silk St, opp. St Joseph's Boys HSS, Mananchira, Kozhikode, Kerala 673032, India",4.7,108
Backer architecture,https://www.google.com/maps/place/?q=place_id:ChIJZd8sXzY3pjsRRel-SZYTKBg,https://instagram.com/backer_architecture?igshid=17z354kjl8hzl,+91 94477 49089,"Rajiv Gandhi Bypass, Manjeri, Kerala 676121, India",4.8,19
"JAMALIAH ARKITECTS - Architecture, Interior & Construction based builders in Tenkasi.",https://www.google.com/maps/place/?q=place_id:ChIJqws_vyiDBjsR6YHH4jGtyks,https://www.instagram.com/jamaliah_arkitects/,+91 94889 18214,"Welcome Nagar, Housing Board Link Rd, Tenkasi, Tamil Nadu 627811, India",5,108
Domi Architects,https://www.google.com/maps/place/?q=place_id:ChIJ5QzuafCpBzsRG7uHf_MbXP8,,,"Thodupuzha - Puliyanmala Rd, Jn, Chennattumattom, Kattappana, Kerala 685508, India",4.9,36
Kriya Architects Interior Designers,https://www.google.com/maps/place/?q=place_id:ChIJcxhbi-POBjsRkszPrZdEsXA,https://kriyaarchitects.com/,,"412-E, NT Complex, Vembakottai Rd, near SBI Town branch, Kaliappa Nagar, Sivakasi, Tamil Nadu 626123, India",4.9,128
Richard architecture studio,https://www.google.com/maps/place/?q=place_id:ChIJs6fAiwonBDsR6RjuMNBnYD4,,,"1st floor,162/23,Madurai, main road, Courtallam, Kuthukalvalasai, Tamil Nadu 627803, India",4.9,11
JEFFI Architects Tenkasi - Architecture Design and Construction firm..,https://www.google.com/maps/place/?q=place_id:ChIJ412GRHiDBjsRL21FsR_AAHM,https://www.facebook.com/jeffiarchitects/,+91 90426 21110,"Tenkasi - Madurai Rd, near Allen Solly, Tenkasi, Tamil Nadu 627811, India",5,32
ANVIN Building Designers & Construction (ARCHITECTS & BUILDERS),https://www.google.com/maps/place/?q=place_id:ChIJLwkn7ycSBjsRq0lafG0-qY4,http://www.anvinbdc.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1562935789816703413,+91 62382 01924,"Kayamkulam - Pathanapuram Rd, Parass La, Adoor, Kerala 691523, India",4.9,340
Think I Architect,https://www.google.com/maps/place/?q=place_id:ChIJMWWirgbPBjsRRJYtJC01XdY,,,"Balaji Complex 2/47 Alangulam Main road,Maraneri, Sivakasi, Maraneri, Tamil Nadu 626124, India",4.9,33
Jehovah Nissi Design Build Pvt Ltd - Tenkasi,https://www.google.com/maps/place/?q=place_id:ChIJHeSSMQ-CBjsRWLogCVHMEqM,http://www.archfirm.com/,+91 90037 77737,"180, Tenkasi - Madurai Rd, Ezhil Nagar, Tenkasi, Tamil Nadu 627811, India",4.8,308
SOGOS BUILDERS,https://www.google.com/maps/place/?q=place_id:ChIJhREUPFqpBzsRb2lcOjoW2us,http://www.sogosarchitects.com/,+91 94470 72086,"SOGOS SQUARE, T.B JUNCTION, beside GOVT T.B, Kattappana, Kerala 685515, India",4.9,16
Kývos Architects & Builders,https://www.google.com/maps/place/?q=place_id:ChIJqyW_ZFVzBjsR49iaUQy3QlY,https://www.kyvos.co.in/,+91 82818 17105,"Kývos Architects & Builders, 1st Floor Sun Arcade Building, Piravanthur, Pathanapuram, Piravanthur, Kerala 689696, India",5,8
SKY BUILDERS KATTAPPANA,https://www.google.com/maps/place/?q=place_id:ChIJYwNToFupBzsR1L1OI7M7mAI,https://www.skybuilders.co.in/,+91 95441 20658,"Sky builders first floor poomattam Complex near manciple building, New Bus Stand Rd, Kattappana, Kerala 685508, India",4.6,69
Fantasy Architects,https://www.google.com/maps/place/?q=place_id:ChIJKzsiwXLPBjsRM_fVLiuO4-k,https://fantasyarchitects.com/,+91 88839 92909,"Reserve line, Satchiyapuram, Sivakasi, Tamil Nadu 626124, India",5,2
Taara Architects,https://www.google.com/maps/place/?q=place_id:ChIJ0SyqXc3PBjsRawjhqz-KfBk,https://www.instagram.com/taara_architects/,+91 77082 87392,"2191, near Bus Stand, Srimathi Nagar, Parapatti, Sivakasi, Tamil Nadu 626189, India",5,26
Build Techs,https://www.google.com/maps/place/?q=place_id:ChIJW1Z21TZJBjsRmhVdhM-Kt3k,,,"Kanjirappally, Kerala 686513, India",5,11
Shalom Constructions,https://www.google.com/maps/place/?q=place_id:ChIJwUH7vWlrBjsRI-LbJctIvNY,,+91 99467 78713,"Vakayar, near SBI bank, Konni, Kerala 689691, India",4.5,11
NORDit Architects,https://www.google.com/maps/place/?q=place_id:ChIJHXr6MCLTBTsRjdp8s9HPDUs,http://www.norditarchitects.com/,+91 89217 57310,"NORDit Architects, Second floor, Maryland building, TKDM School Rd, Uliyakovil East, Kadapakkada, Kollam, Kerala 691008, India",5,105
Make Space Architects / Design & Build,https://www.google.com/maps/place/?q=place_id:ChIJ39UxnVrPBjsRiGp1C2AMO0U,,+91 82480 00679,"No -1A, 1, PSR Rd, near Pandian Hosp[ital, Parasakthi Colony, Sivakasi, Tamil Nadu 626123, India",4.7,6
Silpi Architects,https://www.google.com/maps/place/?q=place_id:ChIJqfN2-QgNCDsR_n-h_6IFDYY,https://www.silpiarchitects.com/,+91 484 266 3448,"26, 2409b, Thevara Ferry Road, Thevara, Ernakulam, Kochi, Kerala 682013, India",4.7,185
MONOSPACE ARCHITECTS,https://www.google.com/maps/place/?q=place_id:ChIJYzDK6NiXBjsRyEM0LJWC9lc,https://monospacearchitects.com/,,"QUITHA MILLATH, 1/13, RICE MILL STREET, near MASJID, Sankarankoil, Sankarankoil, Tamil Nadu 627756, India",5,11
Friends Builders,https://www.google.com/maps/place/?q=place_id:ChIJ2QQ-0uYnBDsRtlzlJfXgpvA,,+91 81440 65947,"14/566/9, kadayam Road, near Wondar kids School, Pavoorchatram, Kallurani, Tamil Nadu 627808, India",4.8,17
SWISSO Engineering & Architectural,https://www.google.com/maps/place/?q=place_id:ChIJnYzFe6hW_joRgdx1g8HiADU,http://www.swisso.weebly.com/,+94 77 791 7579,"point pedro road, M279+RQ8, First Ln, Jaffna, Sri Lanka",4.8,10
Habikon,https://www.google.com/maps/place/?q=place_id:ChIJYfA43lZV_joRoCaBx6jY2Gw,,+94 76 458 8830,"677 Jaffna-Point Pedro Rd, Jaffna 40000, Sri Lanka",5,11
Legend Of Arch (Pvt)Ltd,https://www.google.com/maps/place/?q=place_id:ChIJ3VFhvIlT_joRDLQ1RKzf2oQ,,+94 76 578 2957,"no:45 Rajendra Rd, Jaffna 40000, Sri Lanka",5,2
Jaffna Architectural Designers,https://www.google.com/maps/place/?q=place_id:ChIJu59YrSZX_joRf-alWrxa2d0,,+94 214 368 954,"Thiruchelvam Ln, Kondavil 40000, Sri Lanka",5,3
BSK Building Design Centre,https://www.google.com/maps/place/?q=place_id:ChIJrVwWwQSt_zoR6Tcip6VfWGA,,,"Mathagal South, Sri Lanka",5,1
KSS ARCHITECT,https://www.google.com/maps/place/?q=place_id:ChIJ61yMfchV_joRmWfzOSL3W68,https://onlinej168.wixsite.com/website,+94 77 605 5617,"New Chemmany Road, Jaffna, Sri Lanka",5,3
Smark designers,https://www.google.com/maps/place/?q=place_id:ChIJ8SkK1MFV_joRdP-zU0YyoJY,,+94 77 669 1057,"Point pedro Road, Neervely, North 40000, Sri Lanka",5,2
YAS Architects & Construction,https://www.google.com/maps/place/?q=place_id:ChIJdZpaZ3yXATsR90Un9eza25A,http://www.yasarchitects.com/,+91 80563 87498,"No: 3, Bus Stop, Complex, 4th St, opp. Golden Shopping Mall, near Kumarayya Koil, Vasantha Nagar, Ramanathapuram, Tamil Nadu 623504, India",5,12
Hello Builders - Jaffna,https://www.google.com/maps/place/?q=place_id:ChIJe7a1MNhV_joRyHFByhS91ck,https://hellobuilders.lk/,+94 77 769 9019,"25/2 Clock Tower Rd, Jaffna 40000, Sri Lanka",5,5
ARCHiDEA STUDIOS (PVT) LTD,https://www.google.com/maps/place/?q=place_id:ChIJuzwJnNln4zoR1h23XC76a3U,http://www.archidea.lk/,+94 71 719 1691,"15/5,Pitakanda road, Aruppola, Kandy, Sri Lanka, Kandy 20800, Sri Lanka",4.8,30
PYRAMID CONSTRUCTIONS | Construction company | Architect | Builders in Ramnad/Rameswaram/Madurai,https://www.google.com/maps/place/?q=place_id:ChIJVVVV5fyXATsRzmoBtJXYRk0,https://pyramidconstructions.org.in/,+91 99446 37313,"1/ 4099, 5th Main Road, near collector office, Sethupathy nagar, Kadampa Nagar, Ramanathapuram, Tamil Nadu 623503, India",4.8,54
Ainttiram Chartered Architects,https://www.google.com/maps/place/?q=place_id:ChIJNUOqtXlX_joRhraQXLKV6-o,http://www.instagram.com/aousteena,+94 77 967 2473,"8 Vidhan's Ln, Jaffna 40000, Sri Lanka",,
PWA Architects,https://www.google.com/maps/place/?q=place_id:ChIJ5csORNpb4joRuR6Fm_g1lhE,http://pwa.lk/,+94 112 506 645,"VVR6+HJR, Colombo 00500, Sri Lanka",4.5,64
Building design & consultant engineers,https://www.google.com/maps/place/?q=place_id:ChIJg-dEuoNV_joRJNKhJUv8vgk,,,"ST. Antony's lane, Mathagal, Jaffna, Sri Lanka",,
a-designstudio (ADS + MAD),https://www.google.com/maps/place/?q=place_id:ChIJaZF15dNb4joR_X2pARrty9c,http://www.a-designstudio.com/,+94 114 758 755,"2 Thimbirigasyaya Pl, Colombo 00500, Sri Lanka",4.8,70
KWA Architects,https://www.google.com/maps/place/?q=place_id:ChIJcUkthc5b4joRyGXrU3vrvaw,http://www.kwa.bz/,+94 77 761 8518,"185, 21 Havelock Rd, Colombo 00500, Sri Lanka",4.7,28
Epool Builder (Pvt) Ltd,https://www.google.com/maps/place/?q=place_id:ChIJq4uzt-xV_joRtUlS-J2m5YY,,+94 76 589 6204,"Jaffna-Kankesanturai Rd, Uduvil 40000, Sri Lanka",5,4
MADHIL ARCHITECTURE STUDIO,https://www.google.com/maps/place/?q=place_id:ChIJ32c-UEr1qjsRuXcTbmTChaE,https://madhil.com/,+91 89038 87010,"39, Gandhi Street, New Selva Nagar, ext, Ponnagar Extension, Karumandapam, Tiruchirappalli, Tamil Nadu 620001, India",5,42
Architect Damith De Silva,https://www.google.com/maps/place/?q=place_id:ChIJ674OykJa4joRY7XqespPSco,http://www.damithdesilva.com/,+94 112 809 849,"88 Jambugasmulla Rd, Nugegoda, Sri Lanka",4.5,33
SHAALI ARCHITECTS & CONSTRUCTION,https://www.google.com/maps/place/?q=place_id:ChIJW_qerJOXATsRiTB82dnkA2M,,,"23, Durairaj Chathira Street, Post, Velipattinam, Ramanathapuram, Tamil Nadu 623504, India",5,2
MARC O'GRADY DESIGN,https://www.google.com/maps/place/?q=place_id:ChIJT8dIZolGtokRdviKRG3Pv9o,http://www.marcogrady.com/,+1 703-729-5124,"20400 Peckham St, Ashburn, VA 20147, USA",4.2,5
New Leaf Collaborative: Burroughs John,https://www.google.com/maps/place/?q=place_id:ChIJLYB0O64-tokRtRnKcRr5Kh0,http://newleafcollab.com/,+1 703-726-2880,"43998 Urbancrest Ct, Ashburn, VA 20147, USA",5,1
JKA Consulting LLC Design (Architecture . Interior . Planning),https://www.google.com/maps/place/?q=place_id:ChIJUWfD3tUXtokRpeNhZ68hxj4,,+1 571-781-0873,"44330 Mercure Cir Suite 240, Dulles, VA 20166, USA",5,2
"MW Architects, LLC",https://www.google.com/maps/place/?q=place_id:ChIJW46WNwc4tokRdwwMCbdUGwI,http://www.mwarchitects.com/,+1 833-819-9461,"761C Monroe St Suite 201, Herndon, VA 20170, USA",5,1
Arminco Inc.,https://www.google.com/maps/place/?q=place_id:ChIJTRYLdV84tokRGhBoIh0-U90,http://www.armincoinc.com/,+1 703-430-6669,"45449 E Severn Way Suite 155, Sterling, VA 20166, USA",4.9,79
DBI — A GF Company,https://www.google.com/maps/place/?q=place_id:ChIJHSQm1b63t4kRXVWTszTC8sg,http://www.dbia.com/,,"11921 Freedom Dr Suite 820, Reston, VA 20190, USA",5,4
O'Neil Architects,https://www.google.com/maps/place/?q=place_id:ChIJSdmLydYXtokR9G4QZki7zVk,http://www.oneilarchitects.com/,+1 703-777-5773,"110 Loudoun St SW, Leesburg, VA 20175, USA",4.2,5
AV Architects and Builders,https://www.google.com/maps/place/?q=place_id:ChIJzeZ4WIA2tokRH9SnHgUpBaA,http://www.avarchitectsbuild.com/,+1 703-865-5065,"9905 Georgetown Pike Suite 202, Great Falls, VA 22066, USA",5,24
Surrounds Landscape Architecture + Construction,https://www.google.com/maps/place/?q=place_id:ChIJJRroFK85tokRxe8zTYnnAdQ,https://www.surroundslandscaping.com/,+1 703-430-6001,"21580 Blackwood Ct, Sterling, VA 20166, USA",4.7,45
Architecture Incorporated,https://www.google.com/maps/place/?q=place_id:ChIJ1wb19zNItokR9yM6oTFFNKw,https://archinc.com/,+1 703-476-3900,"1902 Campus Commons Dr #101, Reston, VA 20191, USA",3.5,4
Ed Ball Landscape Architecture,https://www.google.com/maps/place/?q=place_id:ChIJ1bzCZyBItokRNfKodzwnd7w,https://www.edballdesigns.com/,+1 703-433-1863,"12976 Hattontown Square, Herndon, VA 20171, USA",4.8,21
The M Group,https://www.google.com/maps/place/?q=place_id:ChIJz-m3pF9KtokR-gPLaHZh4PA,http://www.mgrouparchitects.com/,+1 703-448-8786,"12110 Sunset Hills Rd, Reston, VA 20190, USA",5,4
Whitsitt Interiors + Architecture,https://www.google.com/maps/place/?q=place_id:ChIJQQDzuqU5tokRghgBVTM4nYs,http://www.whitsittia.com/,+1 703-940-5233,"44679 Endicott Dr Suite 342, Ashburn, VA 20147, USA",,
Axis Architects + Interiors,https://www.google.com/maps/place/?q=place_id:ChIJL1ts5KfNt4kR7xIKMsqWcoo,http://www.axis-architects.com/?utm_source=gmb&utm_medium=organic&utm_campaign=rockville,+1 202-361-8811,"105a W Edmonston Dr, Rockville, MD 20852, USA",4.7,26
Lawlor Architects,https://www.google.com/maps/place/?q=place_id:ChIJX0k4FS64t4kRx12I6WG-YeE,http://www.lawlorarchitects.com/,+1 202-543-4446,"120 4th St SE, Washington, DC 20003, USA",4.9,48
"Outdoor Spaces, LLC",https://www.google.com/maps/place/?q=place_id:ChIJaVW7xNYXtokRorYTA-FNCCI,https://outdoorspacesdesign.com/,+1 703-771-1550,"741 Miller Dr SE Suite F-1, Leesburg, VA 20175, USA",4.8,47
DJM Architecture LLC,https://www.google.com/maps/place/?q=place_id:ChIJAQDAa-E7tokR9-c-K7M2P9c,http://djm-architecture.com/,+1 703-840-5480,"20130 Lakeview Center Plaza Ste. 400, Ashburn, VA 20147, USA",,
S2R ARCHITECTS PC,https://www.google.com/maps/place/?q=place_id:ChIJ_cRf6jFctokR7h23Wx98n-c,http://www.s2rarchitects.com/,+1 703-420-8141,"10486 Colonel Ct, Manassas, VA 20110, USA",4.8,19
ArchTR Architects,https://www.google.com/maps/place/?q=place_id:ChIJtbO4zV63t4kRaLeHchQRdVk,http://archtr.com/,+1 202-621-0040,"2021 L St NW Ste 101, Washington, DC 20036, USA",5,5
Dva Architects,https://www.google.com/maps/place/?q=place_id:ChIJW6ZUJvsstokRc7YMyN__BpE,https://www.dva-arch.com/,+1 301-590-8900,"9201 Corporate Blvd #150, Rockville, MD 20850, USA",5,3
Crabtree Architecture + Design,https://www.google.com/maps/place/?q=place_id:ChIJE9_ZauPHuFQR9ZvLv-M5pnc,https://www.crabtreearch.com/,+1 541-480-9909,"616 NW Arizona Ave STE 2, Bend, OR 97701, USA",5,17
TYTO architects,https://www.google.com/maps/place/?q=place_id:ChIJ89w2XfqTwTAR1cMX3sWG_GE,http://www.tytoarchitects.com/,,"64 B, 1 Myawuttyi Lane 3, Yangon, Myanmar (Burma)",5,21
SPiNE Architects (Yangon),https://www.google.com/maps/place/?q=place_id:ChIJ78p0b6zswTARGBe5B9s56FQ,http://spinearchitects.com/,+95 9 42011 7717,"28B, 1 Saya San Road, Yangon, Myanmar (Burma)",4.7,17
SU Architects,https://www.google.com/maps/place/?q=place_id:ChIJ642q1SrtwTARPVUKpbGZN-8,,+95 9 789 400400,"No.1, Corner of Ingyin Myaing & Sabel St, 23 Ward သုဝဏ္ဏတံတား, ရန်ကုန် 11072, Myanmar (Burma)",4.7,6
Edgewise architects,https://www.google.com/maps/place/?q=place_id:ChIJOYYzW3mTwTARqkVEyUHPTU4,http://www.edgewisearchitects.com/,+95 9 430 03729,"V565+P64, Yangon, Myanmar (Burma)",2.7,3
"Spiral Architects & Planners Co., Ltd. Myanmar",https://www.google.com/maps/place/?q=place_id:ChIJQVMeuV6TwTARlQb7TZ5X0bM,,+95 9 501 2477,"No. 25E, Thiri Mingalar Yeikthar Lane, Kabar Aye Pagoda Rd, Yangon, Myanmar (Burma)",3,4
Spiral Architects & Planners,https://www.google.com/maps/place/?q=place_id:ChIJAzAGjGWTwTAR_qe_iR-w6Gg,http://www.spiralarchitectsmyanmar.com/,,"n43 Parami Rd, Yangon, Myanmar (Burma)",3,3
Imagine Architect,https://www.google.com/maps/place/?q=place_id:ChIJRwGy4BAkNgERpY2APpeXCCY,,+95 9 42070 4661,"Corner of Insein road and, ကျိုက်ဝိုင်းဘုရားလမ်း, City 11061, Myanmar (Burma)",4.5,6
Eda-Archi Interior Designer,https://www.google.com/maps/place/?q=place_id:ChIJx7sZjVmTwTAR27TEjGwDbfQ,http://www.eda-archi.com/,+95 9 795 241818,"Tower B, Room 302, Space Condo, Yan Shin St, Yangon, Myanmar (Burma)",4.8,6
Decade Architects (Myanmar),https://www.google.com/maps/place/?q=place_id:ChIJRZzTEFqRwTARpEyu6w8gUbk,http://decade-architects.blogspot.com/,+95 9 962 603896,"W5C7+8QJ, Sabel 2 Street, Yangon, Myanmar (Burma)",5,1
Blue Temple Architecture Design,https://www.google.com/maps/place/?q=place_id:ChIJ4yqDnuXtwTARb_76SgKgpV8,http://www.blue-temple.com/,+95 9 958 989220,"Q5J3+MCR, Shwedagon Pagoda Rd, Yangon, Myanmar (Burma)",5,1
"Murakami Architects Myanmar Co.,ltd.",https://www.google.com/maps/place/?q=place_id:ChIJNfgWekCTwTAR9O3MsUv4ahM,http://mcad-bridge.com/,+95 9 896 082354,"#801~#803 Floor T/S, ဆာကူရာတာဝါ, No.339 ဗိုလ်ချုပ်အောင်ဆန်းလမ်း, ရန်ကုန်, Myanmar (Burma)",,
"H.T.A - QC, Survey & Laboratory Company Limited",https://www.google.com/maps/place/?q=place_id:ChIJaad9dznrvzARnVBjpDEl4w8,http://htacompanylimited.mobisesite.com/,+95 9 667 594224,"2) Street Kinmalinkyun Ward, Pathein 10011, Myanmar (Burma)",,
Studio boa,https://www.google.com/maps/place/?q=place_id:ChIJvSCwHpmTwTARrQoLbMccVBc,,+95 9 797 707000,"36, Damayone Lane, Marlar Myine Road Kyauk Kone, 15 Quarter, Yangon 11081, Myanmar (Burma)",4.9,8
AUIS Architects,https://www.google.com/maps/place/?q=place_id:ChIJyak-NMqTwTARFyDpJmhw1KQ,,+95 9 795 358571,"Hantharwaddy Villa, Hanthawaddy St, Yangon, Myanmar (Burma)",5,1
KGA Studio Architects,https://www.google.com/maps/place/?q=place_id:ChIJ1bWehV7za4cRLSZdJevIlnE,https://kgarch.com/,+1 303-442-5882,"3881 Steele St Suite 1132, Denver, CO 80205, USA",4.9,8
MCW Construction and Design Co. Ltd.,https://www.google.com/maps/place/?q=place_id:ChIJGS3inmz7xzARiMclrjF9BlA,,+95 9 431 23705,"85FJ+594, Thayet, Myanmar (Burma)",,
M&T Architects(Design & Build),https://www.google.com/maps/place/?q=place_id:ChIJra1K6ku9yDARQ1m6lF32Wb0,https://web.facebook.com/dominancearchitect,+95 9 779 777004,"No. 920, Tharaphi St Near Gem Museum, Naypyidaw, Myanmar (Burma)",5,1
ATA Design Studio and Services,https://www.google.com/maps/place/?q=place_id:ChIJDWdtBfm9yDARCQ68K2Zj3Ho,,+95 9 534 3739,"P3XV+342, Naypyidaw, Myanmar (Burma)",5,1
SD Architects (Design Firm),https://www.google.com/maps/place/?q=place_id:ChIJ3RZTq5S5yDARSBeiPm5wH3c,,,"Corner of Swetaw Street and, Thazin St, နေပြည်တော်, Myanmar (Burma)",5,1
Ablaze Architects,https://www.google.com/maps/place/?q=place_id:ChIJRfuCTay9yDAR6k_JK6HM7gs,,+95 9 895 229607,"P4HQ+2R7, Shwe Kyar Pin Rd, Naypyidaw, Myanmar (Burma)",5,1
RENE Architects,https://www.google.com/maps/place/?q=place_id:ChIJCbdHDqgnrTARVAqAxQcqh-U,http://www.renearchitects.com/,,"O R Nizam, 5 No, Road, চট্টগ্রাম 4000, Bangladesh",5,52
Catalyst Architecture,https://www.google.com/maps/place/?q=place_id:ChIJjZSkXb-UTTcR8AsfssZd-eI,http://facebook.com/catalyst389,+91 389 231 4047,"D32/1, Upper, MG Rd, Aizawl, Mizoram 796001, India",4.5,10
Form and space architects,https://www.google.com/maps/place/?q=place_id:ChIJVVVVVaUnSTcRI4O47pBgOYA,http://formnspaceimphal.com/,,"Sougaijam Leirak Rd, opposite Symasakhi School, Moirangkhom Loklaobung, Sougaijam Leikai, Imphal, Manipur 795001, India",4.8,14
HT ARCHITECTS,https://www.google.com/maps/place/?q=place_id:ChIJ2zox6ZALTTcRTmvNhCPtH2k,https://instagram.com/ht__architects?igshid=YmMyMTA2M2Y=,+91 87985 05230,"AOC Veng, near Non-Mizo church, Serchhip, Mizoram 796181, India",5,1
BIS Architecture LLP,https://www.google.com/maps/place/?q=place_id:ChIJexd321smSTcRkWYLCksf1_w,,+91 84139 79966,"Besides Iboyaima Printers, Moirangkhom Loklaobung, Makha Leirak, Imphal, Manipur 795001, India",4.9,40
Sahal Architecture & Engineering,https://www.google.com/maps/place/?q=place_id:ChIJ0bWsulmVTTcR7EbmZou_P-E,,,"PP96+53M, Nursery Veng, Aizawl, Mizoram 796005, India",4.7,3
Per Square Architects,https://www.google.com/maps/place/?q=place_id:ChIJgcjY6QNZWjcRrqsvJbgtKu4,,+91 92058 30015,"House #11, Radhanagar Path, Chachal, VIP Rd, Bormotoria, Guwahati, Assam 781022, India",5,31
MAKING -ARCHITECTS AND VISUALISERS LLP,https://www.google.com/maps/place/?q=place_id:ChIJfQdbA6OZyzsR5bwK61I8rWo,http://www.makingarchitects.com/,+91 88676 03697,"Number 1/3, 11-13-981, Road No. 5, near Astalakshmi temple, Haripuri Colony, Green Hills Colony, L. B. Nagar, Hyderabad, Telangana 500035, India",5,14
727 Architects,https://www.google.com/maps/place/?q=place_id:ChIJP0Gg34FZWjcRPggeYMVjV-4,http://www.727architects.in/,+91 78960 21979,"Dayasagar Apartment, 401-A, Tulsi Bala Rd, South Sarania, Ulubari, Guwahati, Assam 781007, India",4.9,17
MWK Architects,https://www.google.com/maps/place/?q=place_id:ChIJtTsInChtyzARm6AuLfJbnFw,http://mwkarchitect.com/,+95 9 892 299688,"No.95, 29 Street, Bet. 79 &, လမ်း ၈၀, မန္တလေး, Myanmar (Burma)",5,10
Idealist Architects & Interior,https://www.google.com/maps/place/?q=place_id:ChIJC8rfmUbZrDARCehx6HLiT0c,http://www.idealistbd.com/,+880 1626-373797,"1st & 7th Floor, H N Center, মোহাম্মদ আলী সড়ক, Chittagong 4000, Bangladesh",4.7,28
ARDECO Design Build Pvt Ltd,https://www.google.com/maps/place/?q=place_id:ChIJGcN7rweVTTcRFo2hV9sEaLs,https://www.instagram.com/ardeco.designbuild/,+91 87328 14926,"Zonuam, Solomons Temple Rd, near Faith Academy School, Aizawl, Mizoram 796009, India",4.9,15
Grayscale Architecture,https://www.google.com/maps/place/?q=place_id:ChIJfZ1eibXZrDARZx5kALKkxbk,https://gsabd.com/,+880 1975-550050,"101, House: 93, Road: 08, O. R Nizam Road Residential Area, চট্টগ্রাম, Bangladesh",5,11
LB ASSOCIATES,https://www.google.com/maps/place/?q=place_id:ChIJD1wU6byUTTcRe_UwHf8dux4,https://lbassociates.in/,+91 96121 48428,"Bungkawn Veng, Aizawl, Mizoram 796005, India",4.8,19
Style Living Architects Limited,https://www.google.com/maps/place/?q=place_id:ChIJG8bJAoHYrDARahXAf9hwSGw,http://www.stylelivingbd.com/,+880 1713-441449,"A K Trade Center, CDA Ave, Chittagong 4000, Bangladesh",4.3,33
Vouge Bangladesh,https://www.google.com/maps/place/?q=place_id:ChIJL9V6Df_ZrDARSI6OXXPdokk,https://voguebd.com/,+880 1711-226067,"1/A, Mirsorai babhan, চট্টগ্রাম 4216, Bangladesh",5,32
Interior Design Building Construction House Chittagong Dhaka - Sthananko,https://www.google.com/maps/place/?q=place_id:ChIJy41Sv7DZrDARxBaLFCKNdS4,,+880 1911-588007,"179 Majhirghat Road, Chittagong 4100, Bangladesh",4.8,36
IKO Architects,https://www.google.com/maps/place/?q=place_id:ChIJazoNxoknSTcRrDQupyXKI8Q,,+91 93665 23003,"Leikai, Sangaiprou Mamang, Imphal, Manipur 795001, India",5,1
TBL Architectural Consultants,https://www.google.com/maps/place/?q=place_id:ChIJLerlQb-UTTcRxO2NM7VqtNc,,,"Peter St, Khatla, Aizawl, Mizoram 796001, India",5,1
A3 Design Build,https://www.google.com/maps/place/?q=place_id:ChIJ60N3RACVTTcRHqm07ayRF3c,https://www.a3designbuild.com/,,"Dr Sia Building, Zonuam East, D-10B, near Zonuam East Presbyterian Church, Aizawl, Mizoram 796009, India",4.8,8
Khagrachari Building Design & Development,https://www.google.com/maps/place/?q=place_id:ChIJJZ5LaPPlUjcRNQRmj-dYZSA,,+880 1521-436634,"4X4M+Q57, Khagrachari, Bangladesh",5,2
